Department,Department Category,Organization,Position,Year,Salary,Real Salary (2013 dollars)
Marketing,Business,MU,Professor,1999,100169,140096.5
Marketing,Business,MU,Professor,1998,93062,132945.71
Marketing,Business,MU,Professor,1997,86728,125875.18
Marketing,Business,MU,Professor,1996,80314,119160.24
Marketing,Business,MU,Professor,1995,75758,115837.92
Marketing,Business,MU,Professor,1994,71120,111823.9
Marketing,Business,MU,Professor,1993,68534,110538.71
Marketing,Business,MU,Professor,1992,67291,111779.07
Marketing,Business,MU,Professor,1991,61783,105611.97
Marketing,Business,MU,Professor,1990,58782,104780.75
Mathematics & Statistics,Science and Math,MU,Professor,2008,96887,104856.06
Mathematics & Statistics,Science and Math,MU,Professor,2007,94861,106585.39
Mathematics & Statistics,Science and Math,MU,Professor,2006,92175,106560.69
Mathematics & Statistics,Science and Math,MU,Professor,2005,89523,106829.36
Mathematics & Statistics,Science and Math,MU,Professor,2004,89359,110183.72
Mathematics & Statistics,Science and Math,MU,Professor,2003,87853,111206.33
Mathematics & Statistics,Science and Math,MU,Professor,2002,84759,109791.45
Mathematics & Statistics,Science and Math,MU,Professor,2001,82268,108247.37
Mathematics & Statistics,Science and Math,MU,Professor,2000,79652,107783.49
Mathematics & Statistics,Science and Math,MU,Professor,1999,75504,105600
Mathematics & Statistics,Science and Math,MU,Professor,1998,72188,103125.71
Mathematics & Statistics,Science and Math,MU,Professor,1997,68147,98907.11
Mathematics & Statistics,Science and Math,MU,Professor,1996,63547,94283.38
Mathematics & Statistics,Science and Math,MU,Professor,1995,60505,92515.29
Mathematics & Statistics,Science and Math,MU,Professor,1994,59622,93745.28
Mathematics & Statistics,Science and Math,MU,Professor,1993,59378,95770.97
Mathematics & Statistics,Science and Math,MU,Professor,1992,59420,98704.32
Mathematics & Statistics,Science and Math,MU,Professor,1991,58346,99736.75
Mathematics & Statistics,Science and Math,MU,Professor,1990,56036,99885.92
Mechanical & Manufacturing Engineering,Engineering and Computer Science,MU,Professor,2009,134688,146241.04
Mechanical & Manufacturing Engineering,Engineering and Computer Science,MU,Professor,2008,134688,145766.23
Mechanical & Manufacturing Engineering,Engineering and Computer Science,MU,Professor,2007,131068,147267.42
Mechanical & Manufacturing Engineering,Engineering and Computer Science,MU,Professor,2006,127318,147188.44
Mechanical & Manufacturing Engineering,Engineering and Computer Science,MU,Professor,2004,119130,146892.73
Mechanical & Manufacturing Engineering,Engineering and Computer Science,MU,Professor,2003,116008,146845.57
Mechanical & Manufacturing Engineering,Engineering and Computer Science,MU,Professor,2002,111715,144708.55
Mechanical & Manufacturing Engineering,Engineering and Computer Science,MU,Professor,2001,108054,142176.32
Mechanical & Manufacturing Engineering,Engineering and Computer Science,MU,Professor,2000,104710,141691.47
Mechanical & Manufacturing Engineering,Engineering and Computer Science,MU,Professor,1999,98470,137720.28
Mechanical & Manufacturing Engineering,Engineering and Computer Science,MU,Professor,1998,92671,132387.14
Mechanical & Manufacturing Engineering,Engineering and Computer Science,MU,Professor,1997,64666,93854.86
Mechanical & Manufacturing Engineering,Engineering and Computer Science,MU,Professor,1996,64000,94955.49
Mechanical & Manufacturing Engineering,Engineering and Computer Science,MU,Professor,1995,62800,96024.46
Mechanical & Manufacturing Engineering,Engineering and Computer Science,MU,Professor,1994,62100,97641.51
Mechanical & Manufacturing Engineering,Engineering and Computer Science,MU,Professor,1993,60400,97419.35
Mechanical & Manufacturing Engineering,Engineering and Computer Science,MU,Professor,1992,67569,112240.86
Microbiology,Science and Math,MU,Professor,2009,86483,93901.19
Microbiology,Science and Math,MU,Professor,2008,89025,96347.4
Microbiology,Science and Math,MU,Professor,2007,82922,93170.79
Microbiology,Science and Math,MU,Professor,2006,97268,112448.55
Microbiology,Science and Math,MU,Professor,2005,93150,111157.52
Microbiology,Science and Math,MU,Professor,2004,95767,118085.08
Microbiology,Science and Math,MU,Professor,2003,105913,134067.09
Microbiology,Science and Math,MU,Professor,2002,102821,133187.82
Microbiology,Science and Math,MU,Professor,2001,100148,131773.68
Microbiology,Science and Math,MU,Professor,2000,98054,132684.71
Microbiology,Science and Math,MU,Professor,1999,94668,132402.8
Microbiology,Science and Math,MU,Professor,1998,93104,133005.71
Microbiology,Science and Math,MU,Professor,1997,87327,126744.56
Microbiology,Science and Math,MU,Professor,1996,83365,123686.94
Microbiology,Science and Math,MU,Professor,1995,79525,121597.86
Microbiology,Science and Math,MU,Professor,1994,75500,118710.69
Microbiology,Science and Math,MU,Professor,1993,72855,117508.06
Microbiology,Science and Math,MU,Professor,1992,71028,117986.71
Microbiology,Science and Math,MU,Professor,1991,72600,124102.56
Microbiology,Science and Math,MU,Professor,1990,70525,125713.01
Music,Fine Arts,MU,Professor,2009,83113,90242.13
Music,Fine Arts,MU,Professor,2008,82585,89377.71
Music,Fine Arts,MU,Professor,2007,80345,90275.28
Music,Fine Arts,MU,Professor,2006,78604,90871.68
Music,Fine Arts,MU,Professor,2005,76209,90941.53
Music,Fine Arts,MU,Professor,2004,72648,89578.3
Music,Fine Arts,MU,Professor,2003,71927,91046.84
Music,Fine Arts,MU,Professor,2002,69586,90137.31
Music,Fine Arts,MU,Professor,2001,67320,88578.95
Music,Fine Arts,MU,Professor,2000,65920,89201.62
Music,Fine Arts,MU,Professor,1999,62194,86984.62
Music,Fine Arts,MU,Professor,1998,59540,85057.14
Music,Fine Arts,MU,Professor,1997,58236,84522.5
Music,Fine Arts,MU,Professor,1996,56700,84124.63
Music,Fine Arts,MU,Professor,1995,57150,87385.32
Music,Fine Arts,MU,Professor,1994,56120,88238.99
Music,Fine Arts,MU,Professor,1993,54163,87359.68
Music,Fine Arts,MU,Professor,1992,52964,87980.07
Music,Fine Arts,MU,Professor,1991,52440,89641.03
Music,Fine Arts,MU,Professor,1990,50620,90231.73
Paper & Chemical Engineering,Engineering and Computer Science,MU,Professor,2009,113888,123656.89
Paper & Chemical Engineering,Engineering and Computer Science,MU,Professor,2008,113888,123255.41
Paper & Chemical Engineering,Engineering and Computer Science,MU,Professor,2007,109673,123228.09
Paper & Chemical Engineering,Engineering and Computer Science,MU,Professor,2006,104815,121173.41
Paper & Chemical Engineering,Engineering and Computer Science,MU,Professor,2005,102696,122548.93
Paper & Chemical Engineering,Engineering and Computer Science,MU,Professor,2004,100433,123838.47
Paper & Chemical Engineering,Engineering and Computer Science,MU,Professor,2003,96920,122683.54
Paper & Chemical Engineering,Engineering and Computer Science,MU,Professor,2002,96276,124709.84
Paper & Chemical Engineering,Engineering and Computer Science,MU,Professor,2001,92823,122135.53
Paper & Chemical Engineering,Engineering and Computer Science,MU,Professor,2000,93656,126733.42
Paper & Chemical Engineering,Engineering and Computer Science,MU,Professor,1999,89074,124579.02
Paper & Chemical Engineering,Engineering and Computer Science,MU,Professor,1998,86458,123511.43
Paper & Chemical Engineering,Engineering and Computer Science,MU,Professor,1997,81650,118505.08
Paper & Chemical Engineering,Engineering and Computer Science,MU,Professor,1996,78030,115771.51
Paper & Chemical Engineering,Engineering and Computer Science,MU,Professor,1995,75240,115045.87
Paper & Chemical Engineering,Engineering and Computer Science,MU,Professor,1994,72820,114496.86
Paper & Chemical Engineering,Engineering and Computer Science,MU,Professor,1993,69254,111700
Paper & Chemical Engineering,Engineering and Computer Science,MU,Professor,1992,66923,111167.77
Paper & Chemical Engineering,Engineering and Computer Science,MU,Professor,1991,66260,113264.96
Paper & Chemical Engineering,Engineering and Computer Science,MU,Professor,1990,62275,111007.13
Philosophy,Humanities,MU,Professor,2009,102535,111330.08
Philosophy,Humanities,MU,Professor,2008,104176,112744.59
Philosophy,Humanities,MU,Professor,2007,99349,111628.09
Philosophy,Humanities,MU,Professor,2006,97015,112156.07
Philosophy,Humanities,MU,Professor,2005,92804,110744.63
Philosophy,Humanities,MU,Professor,2004,90473,111557.34
Philosophy,Humanities,MU,Professor,2003,87157,110325.32
Philosophy,Humanities,MU,Professor,2002,84822,109873.06
Philosophy,Humanities,MU,Professor,2001,81551,107303.95
Philosophy,Humanities,MU,Professor,2000,79887,108101.49
Philosophy,Humanities,MU,Professor,1999,74843,104675.52
Philosophy,Humanities,MU,Professor,1998,71875,102678.57
Philosophy,Humanities,MU,Professor,1997,68076,98804.06
Philosophy,Humanities,MU,Professor,1996,64706,96002.97
Philosophy,Humanities,MU,Professor,1995,61140,93486.24
Philosophy,Humanities,MU,Professor,1994,60300,94811.32
Philosophy,Humanities,MU,Professor,1993,58020,93580.65
Philosophy,Humanities,MU,Professor,1992,56181,93323.92
Philosophy,Humanities,MU,Professor,1991,56800,97094.02
Philosophy,Humanities,MU,Professor,1990,54225,96657.75
Physics,Science and Math,MU,Professor,2009,89353,97017.37
Physics,Science and Math,MU,Professor,2008,89353,96702.38
Physics,Science and Math,MU,Professor,2007,87757,98603.37
Physics,Science and Math,MU,Professor,2006,87256,100873.99
Physics,Science and Math,MU,Professor,2005,84152,100420.05
Physics,Science and Math,MU,Professor,2004,81708,100749.69
Physics,Science and Math,MU,Professor,2003,79137,100173.42
Physics,Science and Math,MU,Professor,2002,76588,99207.25
Physics,Science and Math,MU,Professor,2001,74097,97496.05
Physics,Science and Math,MU,Professor,2000,75913,102723.95
Physics,Science and Math,MU,Professor,1999,72700,101678.32
Physics,Science and Math,MU,Professor,1998,73150,104500
Physics,Science and Math,MU,Professor,1997,69713,101179.97
Physics,Science and Math,MU,Professor,1996,63666,94459.94
Physics,Science and Math,MU,Professor,1995,63600,97247.71
Physics,Science and Math,MU,Professor,1994,62286,97933.96
Physics,Science and Math,MU,Professor,1993,62167,100269.35
Physics,Science and Math,MU,Professor,1992,63857,106074.75
Physics,Science and Math,MU,Professor,1991,64425,110128.21
Physics,Science and Math,MU,Professor,1990,62468,111351.16
Political Science,Social Science,MU,Professor,2009,101737,110463.63
Political Science,Social Science,MU,Professor,2008,92393,99992.42
Political Science,Social Science,MU,Professor,2007,91753,103093.26
Political Science,Social Science,MU,Professor,2006,89428,103384.97
Political Science,Social Science,MU,Professor,2005,87398,104293.56
Political Science,Social Science,MU,Professor,2004,80155,98834.77
Political Science,Social Science,MU,Professor,2003,84696,107210.13
Political Science,Social Science,MU,Professor,2002,81491,105558.29
Political Science,Social Science,MU,Professor,2001,84738,111497.37
Political Science,Social Science,MU,Professor,2000,81418,110173.21
Political Science,Social Science,MU,Professor,1999,73224,102411.19
Political Science,Social Science,MU,Professor,1998,69965,99950
Political Science,Social Science,MU,Professor,1997,64421,93499.27
Political Science,Social Science,MU,Professor,1996,61026,90543.03
Political Science,Social Science,MU,Professor,1995,58055,88769.11
Political Science,Social Science,MU,Professor,1994,59000,92767.3
Political Science,Social Science,MU,Professor,1993,61265,98814.52
Political Science,Social Science,MU,Professor,1992,60618,100694.35
Political Science,Social Science,MU,Professor,1991,61855,105735.04
Political Science,Social Science,MU,Professor,1990,62356,111151.52
Psychology,Social Science,MU,Professor,2009,97879,106274.7
Psychology,Social Science,MU,Professor,2008,96825,104788.96
Psychology,Social Science,MU,Professor,2007,95285,107061.8
Psychology,Social Science,MU,Professor,2006,95262,110129.48
Psychology,Social Science,MU,Professor,2005,94775,113096.66
Psychology,Social Science,MU,Professor,2004,91170,112416.77
Psychology,Social Science,MU,Professor,2003,89092,112774.68
Psychology,Social Science,MU,Professor,2002,82988,107497.41
Psychology,Social Science,MU,Professor,2001,83423,109767.11
Psychology,Social Science,MU,Professor,2000,80754,109274.7
Psychology,Social Science,MU,Professor,1999,78764,110159.44
Psychology,Social Science,MU,Professor,1998,74309,106155.71
Psychology,Social Science,MU,Professor,1997,70018,101622.64
Psychology,Social Science,MU,Professor,1996,67370,99955.49
Psychology,Social Science,MU,Professor,1995,65512,100171.25
Psychology,Social Science,MU,Professor,1994,64510,101430.82
Psychology,Social Science,MU,Professor,1993,61890,99822.58
Psychology,Social Science,MU,Professor,1992,61408,102006.64
Psychology,Social Science,MU,Professor,1991,61067,104388.03
Psychology,Social Science,MU,Professor,1990,60555,107941.18
Sociology & Gerontology,Social Science,MU,Professor,2009,89566,97248.64
Sociology & Gerontology,Social Science,MU,Professor,2008,90877,98351.73
Sociology & Gerontology,Social Science,MU,Professor,2007,86720,97438.2
Sociology & Gerontology,Social Science,MU,Professor,2006,84028,97142.2
Sociology & Gerontology,Social Science,MU,Professor,2005,80701,96301.91
Sociology & Gerontology,Social Science,MU,Professor,2004,77939,96102.34
Sociology & Gerontology,Social Science,MU,Professor,2003,73170,92620.25
Sociology & Gerontology,Social Science,MU,Professor,2002,85967,111356.22
Sociology & Gerontology,Social Science,MU,Professor,1998,62593,89418.57
Software Engineering,Engineering and Computer Science,MU,Professor,2008,118582,128335.5
Software Engineering,Engineering and Computer Science,MU,Professor,2007,114568,128728.09
Software Engineering,Engineering and Computer Science,MU,Professor,2006,111859,129316.76
Software Engineering,Engineering and Computer Science,MU,Professor,2005,107818,128661.1
Software Engineering,Engineering and Computer Science,MU,Professor,2004,105606,130217.02
Software Engineering,Engineering and Computer Science,MU,Professor,2003,102309,129505.06
Software Engineering,Engineering and Computer Science,MU,Professor,2002,97993,126933.94
Software Engineering,Engineering and Computer Science,MU,Professor,2001,95723,125951.32
Software Engineering,Engineering and Computer Science,MU,Professor,2000,92515,125189.45
Software Engineering,Engineering and Computer Science,MU,Professor,1999,86860,121482.52
Software Engineering,Engineering and Computer Science,MU,Professor,1998,84010,120014.29
Software Engineering,Engineering and Computer Science,MU,Professor,1997,79898,115962.26
Software Engineering,Engineering and Computer Science,MU,Professor,1996,76538,113557.86
Software Engineering,Engineering and Computer Science,MU,Professor,1995,76350,116743.12
Software Engineering,Engineering and Computer Science,MU,Professor,1994,74025,116391.51
Software Engineering,Engineering and Computer Science,MU,Professor,1993,71587,115462.9
Software Engineering,Engineering and Computer Science,MU,Professor,1992,70330,116827.24
Software Engineering,Engineering and Computer Science,MU,Professor,1991,68950,117863.25
Software Engineering,Engineering and Computer Science,MU,Professor,1990,66775,119028.52
Spanish & Portuguese,Humanities,MU,Professor,2009,102797,111614.55
Spanish & Portuguese,Humanities,MU,Professor,2008,95125,102949.13
Spanish & Portuguese,Humanities,MU,Professor,2007,93560,105123.6
Spanish & Portuguese,Humanities,MU,Professor,2006,88432,102233.53
Spanish & Portuguese,Humanities,MU,Professor,2005,87557,104483.29
Spanish & Portuguese,Humanities,MU,Professor,2004,89878,110823.67
Spanish & Portuguese,Humanities,MU,Professor,2003,87288,110491.14
Spanish & Portuguese,Humanities,MU,Professor,2002,83699,108418.39
